VOC,NOX,24NOX,M1M1O3
10.8,34,275.5595116,3.930751239
11.7,1,2.1248896,46.18329992
11.7,2,4.172874223,70.78079501
11.7,3,6.255575254,88.58635523
11.7,4,8.452241193,102.076184
11.7,5,10.84725193,111.9800118
11.7,5.2,11.36092718,113.5181121
11.7,5.4,11.88951725,114.8939125
11.7,5.6,12.43505228,116.0981097
11.7,5.8,12.99983859,117.1185912
11.7,6,13.58666476,118.1511145
11.7,6.2,14.19872097,119.0252117
11.7,6.4,14.83987815,119.7014867
11.7,6.6,15.51474806,120.1596745
11.7,6.8,16.22845879,120.3809586
11.7,7,16.98684633,120.3418063
11.7,7.2,17.7963765,120.0183238
11.7,7.4,18.66365585,119.3834367
11.7,7.6,19.59514731,118.4044738
11.7,7.8,20.59664758,117.0327957
11.7,8,21.67291758,115.1991938
11.7,8.2,22.82773568,112.8374487
11.7,8.4,24.06383205,109.9726483
11.7,8.6,25.38363831,106.7543044
11.7,8.8,26.78894508,103.3271278
11.7,9,28.28145024,99.76452421
11.7,9.2,29.86267969,96.10775793
11.7,9.4,31.53450075,92.3887882
11.7,9.6,33.29860285,88.63573007
11.7,9.8,35.15675704,84.8722127
11.7,10,37.11037183,81.11920034
11.7,11,48.28381969,63.1108223
11.7,12,61.24312796,47.68800242
11.7,13,74.60173373,35.63345054
11.7,14,86.71346865,27.01820326
11.7,15,97.25321533,21.72571897
11.7,16,107.3316593,18.05102299
11.7,17,117.1613828,15.34724338
11.7,18,126.8128956,13.30026007
11.7,19,136.3408726,11.70303924
11.7,20,145.7685285,10.43601792
11.7,21,155.1203341,9.408136469
11.7,22,164.4114585,8.561828901
11.7,23,173.6481089,7.855940824
11.7,24,182.8463157,7.257076446
11.7,25,192.0061918,6.745964938
11.7,26,201.1341712,6.305296434
11.7,27,210.2395576,5.920591269
11.7,28,219.3189422,5.601930389
11.7,29,228.3764052,5.32135464
11.7,30,237.4188941,5.071907326
11.7,31,246.4350196,4.850450733
11.7,32,255.4333611,4.652613622
11.7,33,264.4132361,4.475759942
11.7,34,273.3828888,4.316311538
12.6,1,2.10273995,46.24351342
12.6,2,4.121267778,71.22309896
12.6,3,6.161429905,89.59292226
12.6,4,8.29604264,103.813608
12.6,5,10.59303889,114.719994
12.6,5.2,11.07987709,116.5135487
12.6,5.4,11.57825979,118.1700917
12.6,5.6,12.08929306,119.6857832
12.6,5.8,12.61464428,121.0509862
12.6,6,13.15604239,122.2576034
12.6,6.2,13.71556153,123.2947049
12.6,6.4,14.29549648,124.2693383
12.6,6.6,14.89871531,125.1838114
12.6,6.8,15.52850008,125.9183758
12.6,7,16.18865068,126.4564256
12.6,7.2,16.88352091,126.778593
12.6,7.4,17.61803725,126.8661599
12.6,7.6,18.39750243,126.6957936
12.6,7.8,19.22771015,126.2425065
12.6,8,20.11429907,125.4736117
12.6,8.2,21.06266328,124.347199
12.6,8.4,22.07765136,122.8035564
12.6,8.6,23.16324712,120.7781325
12.6,8.8,24.32251129,118.2570231
12.6,9,25.55816332,115.3330683
12.6,9.2,26.87229955,112.1442333
12.6,9.4,28.26693308,108.7791859
12.6,9.6,29.74381411,105.2847736
12.6,9.8,31.30461275,101.6938313
12.6,10,32.95122649,98.03465622
12.6,11,42.54362034,79.46508104
12.6,12,54.41640875,61.93052653
12.6,13,67.83855788,47.08220275
12.6,14,81.3516227,35.47471407
12.6,15,93.31220386,27.3037767
12.6,16,103.7978424,22.21370402
12.6,17,113.8673852,18.60279365
12.6,18,123.7025354,15.91019831
12.6,19,133.3621388,13.85198418
12.6,20,142.90144,12.23599181
12.6,21,152.3433783,10.9416596
12.6,22,161.7100997,9.887359014
12.6,23,171.012196,9.016020759
12.6,24,180.2652448,8.284250327
12.6,25,189.4759569,7.663101326
12.6,26,198.6502586,7.130314408
12.6,27,207.7883318,6.670343105
12.6,28,216.9046551,6.267878672
12.6,29,225.9958968,5.923982017
12.6,30,235.0648936,5.629185805
12.6,31,244.1169826,5.366319474
12.6,32,253.1482986,5.1323999
12.6,33,262.1596875,4.922788095
12.6,34,271.1562519,4.734234326
13.5,1,2.082550919,46.28258721
13.5,2,4.074774307,71.5849948
13.5,3,6.07743785,90.43709827
13.5,4,8.159256148,105.2786671
13.5,5,10.37726541,117.0021418
13.5,6,12.80925763,125.7484341
13.5,6.2,13.33172491,127.1041194
13.5,6.4,13.86949397,128.3118943
13.5,6.6,14.42424603,129.3635404
13.5,6.8,14.99815849,130.2725661
13.5,7,15.59369737,131.2206296
13.5,7.2,16.21362447,132.0038086
13.5,7.4,16.86122164,132.6075412
13.5,7.6,17.54017406,133.0152573
13.5,7.8,18.25464459,133.2075037
13.5,8,19.00909219,133.1651935
13.5,8.2,19.80852787,132.8638812
13.5,8.4,20.6578278,132.2727845
13.5,8.6,21.56194733,131.3534188
13.5,8.8,22.52538043,130.0541509
13.5,9,23.55221246,128.3154027
13.5,9.2,24.6456513,126.1075182
13.5,9.4,25.80860276,123.4798894
13.5,9.6,27.04344536,120.5461861
13.5,9.8,28.35229455,117.4010884
13.5,10,29.73713672,114.0968656
13.5,11,37.86517108,96.20871886
13.5,12,48.19502825,77.83898072
13.5,13,60.72263176,60.77233527
13.5,14,74.54590039,46.46487437
13.5,15,88.13787734,35.28309815
13.5,16,99.91468575,27.56654038
13.5,17,110.3548905,22.65591555
13.5,18,120.4159516,19.11004017
13.5,19,130.2512979,16.43557129
13.5,20,139.9227154,14.36994824
13.5,21,149.470069,12.73854561
13.5,22,158.9207289,11.42452146
13.5,23,168.2987312,10.34726297
13.5,24,177.6156002,9.452369659
13.5,25,186.8844574,8.696500406
13.5,26,196.1061422,8.055056441
13.5,27,205.290857,7.503373964
13.5,28,214.4435614,7.024663632
13.5,29,223.5694276,6.605449193
13.5,30,232.6720345,6.237651211
13.5,31,241.7559728,5.928642927
13.5,32,250.8142233,5.653998882
13.5,33,259.8558664,5.408118157
13.5,34,268.8797509,5.187504771
14.4,1,2.064030887,46.30461009
14.4,2,4.032520491,71.88207006
14.4,3,6.001833431,91.14958656
14.4,4,8.038034526,106.5236407
14.4,5,10.19031656,118.9322722
14.4,6,12.52014302,128.6368384
14.4,6.2,13.01504852,130.2372645
14.4,6.4,13.5218315,131.7139024
14.4,6.6,14.04180111,133.0601498
14.4,6.8,14.57623106,134.2693628
14.4,7,15.12681595,135.3327087
14.4,7.2,15.69542116,136.2409149
14.4,7.4,16.28417102,137.1454913
14.4,7.6,16.89553464,137.9694263
14.4,7.8,17.53227072,138.6272531
14.4,8,18.19763257,139.1057354
14.4,8.2,18.89507664,139.3874159
14.4,8.4,19.62847593,139.4525712
14.4,8.6,20.40202783,139.2784223
14.4,8.8,21.22003762,138.8374338
14.4,9,22.08692462,138.0935645
14.4,9.2,23.00683702,137.0002295
14.4,9.4,23.98376304,135.5048281
14.4,9.6,25.02082434,133.5722869
14.4,9.8,26.12103829,131.2253793
14.4,10,27.28698034,128.549161
14.4,11,34.17391045,112.4605741
14.4,12,43.00624424,94.35347406
14.4,13,54.05319855,76.23697862
14.4,14,67.18892451,59.63202702
14.4,15,81.35130236,45.83722917
14.4,16,94.948194,35.06351789
14.4,17,106.5241942,27.80014846
14.4,18,116.9230961,23.05697143
14.4,19,126.9732471,19.57833729
14.4,20,136.8104912,16.92444525
14.4,21,146.4867701,14.85904397
14.4,22,156.0457905,13.21309598
14.4,23,165.50656,11.88185265
14.4,24,174.8934164,10.78599582
14.4,25,184.2239451,9.868824547
14.4,26,193.5019212,9.094843153
14.4,27,202.7370958,8.433681377
14.4,28,211.9325735,7.863706881
14.4,29,221.0960523,7.36862233
14.4,30,230.2319381,6.933662081
14.4,31,239.3458968,6.549978966
14.4,32,248.4415796,6.221358346
14.4,33,257.5099687,5.934829322
14.4,34,266.5590726,5.678000651
15.3,1,2.046950375,46.31367402
15.3,2,3.993871747,72.12885
15.3,3,5.933294002,91.75393173
15.3,4,7.929331691,107.5919343
15.3,5,10.02581306,120.583001
15.3,6,12.27297642,131.0702892
15.3,6.2,12.74635182,132.8647068
15.3,6.4,13.22939794,134.5516355
15.3,6.6,13.72290102,136.1279904
15.3,6.8,14.22791702,137.5880776
15.3,7,14.74559675,138.9259728
15.3,7.2,15.27711285,140.1355706
15.3,7.4,15.82400233,141.2085026
15.3,7.6,16.3878631,142.1367583
15.3,7.8,16.97068641,142.9666103
15.3,8,17.57452492,143.8245959
15.3,8.2,18.20183524,144.5286205
15.3,8.4,18.85538161,145.0669363
15.3,8.6,19.53819975,145.4229672
15.3,8.8,20.25360031,145.5785392
15.3,9,21.00521975,145.5120311
15.3,9.2,21.796742,145.1976687
15.3,9.4,22.63212404,144.6017371
15.3,9.6,23.51507057,143.6827511
15.3,9.8,24.44933004,142.3929753
15.3,10,25.43799247,140.6986922
15.3,10.2,26.48406725,138.6068897
15.3,10.4,27.59018046,136.1793033
15.3,10.6,28.75858882,133.4950438
15.3,10.8,29.99140976,130.6108938
15.3,11,31.29059794,127.5607134
15.3,12,38.84287806,110.6358108
15.3,13,48.36351983,92.49359136
15.3,14,60.10816774,74.65403654
15.3,15,73.80250866,58.50698898
15.3,16,88.24127901,45.20059195
15.3,17,101.7673443,34.82661956
15.3,18,113.140166,28.0090054
15.3,19,123.5018614,23.42162169
15.3,20,133.5424574,20.00781468
15.3,21,143.3783449,17.38000319
15.3,22,153.0600491,15.31666192
15.3,23,162.6231376,13.66582067
15.3,24,172.0993206,12.31627155
15.3,25,181.4927216,11.20533867
15.3,26,190.8351298,10.26916101
15.3,27,200.1227106,9.477983535
15.3,28,209.3663409,8.799462121
15.3,29,218.5731362,8.213520831
15.3,30,227.7495529,7.701555425
15.3,31,236.8929698,7.252842837
15.3,32,246.0160918,6.855407736
15.3,33,255.1228543,6.506635869
15.3,34,264.2026909,6.209100709
16.2,1,2.031184427,46.31104388
16.2,2,3.958426458,72.33220292
16.2,3,5.870780953,92.27031591
16.2,4,7.8311125,108.5141069
16.2,5,9.879299853,122.0078249
16.2,6,12.05772455,133.1484616
16.2,7,14.42480075,141.9320916
16.2,7.2,14.92824,143.377221
16.2,7.4,15.44389506,144.7071778
16.2,7.6,15.9728111,145.9164587
16.2,7.8,16.51637371,146.9973649
16.2,8,17.0761006,147.9417146
16.2,8.2,17.65359953,148.7414844
16.2,8.4,18.25081732,149.5778185
16.2,8.6,18.86984084,150.3207272
16.2,8.8,19.51311091,150.9091645
16.2,9,20.18322243,151.327732
16.2,9.2,20.88309068,151.5592985
16.2,9.4,21.61586369,151.5830266
16.2,9.6,22.3848362,151.375339
16.2,9.8,23.19323667,150.9047701
16.2,10,24.04460691,150.1328573
16.2,10.2,24.94223756,149.0181687
16.2,10.4,25.88922482,147.5280787
16.2,10.6,26.8884624,145.6631923
16.2,10.8,27.94244136,143.4680276
16.2,11,29.05367774,141.0077188
16.2,12,35.53548766,126.0914102
16.2,13,43.72774525,108.7200373
16.2,14,53.92961457,90.63555769
16.2,15,66.35045588,73.08748322
16.2,16,80.55163998,57.39374104
16.2,17,95.20216613,44.55317572
16.2,18,108.5808227,34.63270474
16.2,19,119.7617464,28.19499326
16.2,20,130.0886536,23.75421357
16.2,21,140.1182875,20.4059824
16.2,22,149.9537806,17.80604444
16.2,23,159.6394402,15.74828016
16.2,24,169.2101874,14.09127532
16.2,25,178.6908817,12.73324821
16.2,26,188.0978466,11.60606784
16.2,27,197.4478264,10.65437423
16.2,28,206.7455201,9.846716976
16.2,29,215.9998624,9.152575298
16.2,30,225.2170626,8.550632043
16.2,31,234.4040681,8.024567928
16.2,32,243.5586444,7.562285953
16.2,33,252.6893089,7.152083461
16.2,34,261.7998402,6.78646726
17.1,1,2.016551981,46.29955443
17.1,2,3.92577201,72.49832447
17.1,3,5.813476463,92.71203161
17.1,4,7.741733975,109.3130269
17.1,5,9.747448108,123.2470578
17.1,6,11.86738717,134.943679
17.1,7,14.14877892,144.4862332
17.1,7.2,14.63011233,146.1199717
17.1,7.4,15.12139525,147.6547269
17.1,7.6,15.62347547,149.0858957
17.1,7.8,16.13728983,150.408495
17.1,8,16.66392159,151.6155486
17.1,8.2,17.2046072,152.7032093
17.1,8.4,17.76052713,153.6608219
17.1,8.6,18.33331097,154.4828924
17.1,8.8,18.92460203,155.2339178
17.1,9,19.5363643,156.0108854
17.1,9.2,20.1705979,156.6415373
17.1,9.4,20.8296229,157.1126382
17.1,9.6,21.5159789,157.4080485
17.1,9.8,22.23234785,157.5081105
17.1,10,22.98176124,157.3901724
17.1,10.2,23.76709959,157.024877
17.1,10.4,24.59115644,156.3771402
17.1,10.6,25.45729181,155.4103137
17.1,10.8,26.36831611,154.0953028
17.1,11,27.32680547,152.4300677
17.1,11.2,28.33541837,150.4467763
17.1,11.4,29.3964907,148.1991061
17.1,11.6,30.51215929,145.7336305
17.1,11.8,31.68449391,143.0816516
17.1,12,32.91516442,140.2652284
17.1,13,39.99920059,124.3559184
17.1,14,48.81937402,106.7581763
17.1,15,59.69874286,88.78012804
17.1,16,72.77128237,71.53327107
17.1,17,87.4228588,56.29431147
17.1,18,102.2133759,43.90559543
17.1,19,115.3782957,34.45143274
17.1,20,126.388668,28.36210731
17.1,21,136.6830087,24.05930168
17.1,22,146.7027196,20.77548484
17.1,23,156.5364702,18.20303595
17.1,24,166.2257031,16.15490594
17.1,25,175.8033221,14.49406277
17.1,26,185.2912595,13.12769045
17.1,27,194.7063372,11.98847588
17.1,28,204.0643466,11.02356906
17.1,29,213.3694474,10.20251587
17.1,30,222.6342268,9.493683157
17.1,31,231.8607616,8.877808359
17.1,32,241.0564872,8.338540842
17.1,33,250.2192604,7.863780978
17.1,34,259.3622068,7.440703345
18,1,2.002951856,46.27945786
18,2,3.895522751,72.63608376
18,3,5.760687305,93.08964278
18,4,7.659908677,110.008498
18,5,9.627997554,124.3297838
18,6,11.69735432,136.5068726
18,7,13.90718096,146.6840185
18,8,16.31424318,154.7182578
18,8.2,16.82650048,156.0323007
18,8.4,17.35106831,157.2388142
18,8.6,17.88907995,158.3302828
18,8.8,18.44166702,159.3001094
18,9,19.01025036,160.1414404
18,9.2,19.59629149,160.843552
18,9.4,20.20151387,161.6057213
18,9.6,20.82773289,162.2714639
18,9.8,21.4769917,162.7864307
18,10,22.15151443,163.1350959
18,10.2,22.85359177,163.2989646
18,10.4,23.58595235,163.2561315
18,10.6,24.3510638,162.9793554
18,10.8,25.15156413,162.4364123
18,11,25.99040851,161.5946646
18,11.2,26.87005862,160.4300234
18,11.4,27.79305115,158.9394815
18,11.6,28.76195199,157.1475743
18,11.8,29.77903646,155.0972815
18,12,30.84647805,152.8284752
18,13,37.00143353,138.9939707
18,14,44.66639206,122.4700877
18,15,54.11236044,104.7687046
18,16,65.66554766,86.92676622
18,17,79.36115711,69.99113016
18,18,94.40654434,55.2022034
18,19,109.2576179,43.25972118
18,20,122.152698,34.2860443
18,21,133.0192231,28.51301298
18,22,143.2854896,24.33536006
18,23,153.2939991,21.11727063
18,24,163.1240174,18.57751678
18,25,172.8143916,16.53967919
18,26,182.401456,14.87599532
18,27,191.8937813,13.50408549
18,28,201.3181372,12.35402945
18,29,210.6831584,11.37859452
18,30,219.9974433,10.54435365
18,31,229.2701468,9.822995738
18,32,238.504621,9.194921543
18,33,247.7072828,8.643372491
18,34,256.8809973,8.156128837
